0, 0 60 100 95;
1, 12 67 100 95;
2, 18 67 100 95;
3, 24 66 100 95;
4, 36 67 100 95;
5, 0 68 100 95;
6, 12 68 100 95;
7, 18 67 100 95;
8, 24 65 100 95;
9, 36 63 100 95;
10, 42 62 100 95;
11, 0 60 100 95;
12, 12 67 100 95;
13, 18 67 100 95;
14, 24 66 100 95;
15, 36 67 100 95;
16, 0 68 100 95;
17, 12 68 100 95;
18, 18 67 100 95;
19, 24 65 100 95;
20, 36 63 100 95;
21, 42 65 100 95;
22, 0 67 100 95;
23, 6 65 100 95;
24, 12 63 100 95;
25, 18 62 100 95;
26, 24 60 100 95;
27, 36 63 100 95;
28, 0 62 100 95;
29, 6 60 100 95;
30, 12 58 100 95;
31, 18 57 100 95;
32, 24 55 100 95;
33, 0 65 100 95;
34, 12 72 100 95;
35, 18 72 100 95;
36, 24 71 100 95;
37, 36 72 100 95;
38, 0 73 100 95;
39, 12 73 100 95;
40, 18 72 100 95;
41, 24 70 100 95;
42, 36 68 100 95;
43, 42 67 100 95;
44, 0 65 100 95;
45, 12 72 100 95;
46, 18 72 100 95;
47, 24 71 100 95;
48, 36 72 100 95;
49, 0 73 100 95;
50, 12 73 100 95;
51, 18 72 100 95;
52, 24 70 100 95;
53, 36 68 100 95;
54, 42 70 100 95;
55, 0 72 100 95;
56, 6 70 100 95;
57, 12 68 100 95;
58, 18 67 100 95;
59, 24 65 100 95;
60, 36 68 100 95;
61, 0 67 100 95;
62, 6 65 100 95;
63, 12 63 100 95;
64, 18 62 100 95;
65, 24 60 100 95;
