0, 6 82 100 95;
1, 9 84 100 95;
2, 12 86 100 95;
3, 18 87 100 95;
4, 24 86 100 95;
5, 30 84 100 95;
6, 36 82 100 95;
7, 39 84 100 95;
8, 42 82 100 95;
9, 45 80 100 95;
10, 0 79 100 95;
11, 3 79 100 95;
12, 6 80 100 95;
13, 9 79 100 95;
14, 12 77 100 95;
15, 15 77 100 95;
16, 18 79 100 95;
17, 21 77 100 95;
18, 24 75 100 95;
19, 0 69 100 95;
20, 6 70 100 95;
21, 12 73 100 95;
22, 18 79 100 95;
23, 24 81 100 95;
24, 30 82 100 95;
25, 0 69 100 95;
26, 6 70 100 95;
27, 12 73 100 95;
28, 18 79 100 95;
29, 24 81 100 95;
30, 30 82 100 95;
31, 42 81 100 95;
32, 45 80 100 95;
33, 0 79 100 95;
34, 3 80 100 95;
35, 6 79 100 95;
36, 9 78 100 95;
37, 12 77 100 95;
38, 6 82 100 95;
39, 9 84 100 95;
40, 12 86 100 95;
41, 18 87 100 95;
42, 24 86 100 95;
43, 30 84 100 95;
44, 36 82 100 95;
45, 39 84 100 95;
46, 42 82 100 95;
47, 45 80 100 95;
48, 0 79 100 95;
49, 3 79 100 95;
50, 6 80 100 95;
51, 9 79 100 95;
52, 12 77 100 95;
53, 15 77 100 95;
54, 18 79 100 95;
55, 21 77 100 95;
56, 24 75 100 95;
57, 0 69 100 95;
58, 6 70 100 95;
59, 12 73 100 95;
60, 18 79 100 95;
61, 24 81 100 95;
62, 30 82 100 95;
63, 0 69 100 95;
64, 6 70 100 95;
65, 12 73 100 95;
66, 18 79 100 95;
67, 24 81 100 95;
68, 30 82 100 95;
69, 42 75 100 95;
70, 45 77 100 95;
71, 0 79 100 95;
72, 3 81 100 95;
73, 6 83 100 95;
74, 9 85 100 95;
75, 12 87 100 95;
