0, 0 60 100 95;
1, 6 67 100 95;
2, 12 67 100 95;
3, 18 65 100 95;
4, 24 67 100 95;
5, 42 67 100 95;
6, 0 70 100 95;
7, 6 65 100 95;
8, 0 60 100 95;
9, 6 67 100 95;
10, 12 67 100 95;
11, 18 65 100 95;
12, 24 67 100 95;
13, 42 67 100 95;
14, 0 70 100 95;
15, 36 67 100 95;
16, 42 70 100 95;
17, 0 72 100 95;
18, 6 72 100 95;
19, 12 72 100 95;
20, 18 72 100 95;
21, 24 72 100 95;
22, 42 72 100 95;
23, 0 70 100 95;
24, 12 65 100 95;
25, 24 67 100 95;
26, 0 65 100 95;
27, 6 65 100 95;
28, 12 65 100 95;
29, 18 67 100 95;
30, 24 65 100 95;
31, 36 60 100 95;
32, 0 67 100 95;
33, 24 62 100 95;
34, 0 60 100 95;
35, 6 67 100 95;
36, 12 67 100 95;
37, 18 65 100 95;
38, 24 67 100 95;
39, 42 70 100 95;
40, 0 65 100 95;
41, 0 60 100 95;
42, 6 67 100 95;
43, 12 67 100 95;
44, 18 65 100 95;
45, 24 67 100 95;
46, 30 67 100 95;
47, 42 67 100 95;
48, 0 70 100 95;
49, 36 67 100 95;
50, 42 70 100 95;
51, 0 72 100 95;
52, 12 72 100 95;
53, 18 72 100 95;
54, 24 72 100 95;
55, 42 72 100 95;
56, 0 70 100 95;
57, 12 65 100 95;
58, 24 67 100 95;
59, 0 65 100 95;
60, 6 65 100 95;
61, 12 65 100 95;
62, 18 67 100 95;
63, 24 65 100 95;
64, 30 60 100 95;
65, 42 63 100 95;
66, 0 63 100 95;
67, 0 72 100 95;
68, 6 72 100 95;
69, 12 72 100 95;
70, 18 74 100 95;
71, 24 72 100 95;
72, 42 72 100 95;
73, 0 75 100 95;
74, 12 74 100 95;
75, 24 67 100 95;
76, 0 65 100 95;
77, 12 70 100 95;
78, 24 67 100 95;
79, 36 65 100 95;
80, 42 67 100 95;
81, 0 74 100 95;
82, 6 74 100 95;
83, 12 74 100 95;
84, 18 75 100 95;
85, 24 74 100 95;
86, 42 67 100 95;
87, 0 75 100 95;
88, 12 74 100 95;
89, 24 67 100 95;
90, 42 67 100 95;
91, 0 72 100 95;
92, 9 70 100 95;
93, 18 68 100 95;
94, 24 70 100 95;
95, 36 67 100 95;
96, 42 70 100 95;
97, 0 72 100 95;
98, 12 75 100 95;
99, 24 74 100 95;
100, 30 67 100 95;
101, 42 70 100 95;
102, 0 72 100 95;
103, 36 67 100 95;
104, 42 70 100 95;
105, 0 72 100 95;
106, 12 75 100 95;
107, 24 74 100 95;
108, 30 67 100 95;
109, 42 70 100 95;
110, 0 72 100 95;
