0, 0 84 100 95;
1, 6 83 100 95;
2, 9 81 100 95;
3, 12 79 100 95;
4, 42 72 100 95;
5, 0 81 100 95;
6, 6 79 100 95;
7, 9 77 100 95;
8, 12 76 100 95;
9, 36 74 100 95;
10, 0 71 100 95;
11, 9 72 100 95;
12, 12 72 100 95;
13, 36 69 100 95;
14, 42 72 100 95;
15, 0 79 100 95;
16, 36 72 100 95;
17, 0 84 100 95;
18, 6 83 100 95;
19, 9 81 100 95;
20, 12 79 100 95;
21, 42 72 100 95;
22, 0 81 100 95;
23, 6 79 100 95;
24, 9 77 100 95;
25, 12 79 100 95;
26, 36 72 100 95;
27, 42 74 100 95;
28, 0 76 100 95;
29, 30 79 100 95;
30, 36 78 100 95;
31, 42 79 100 95;
32, 0 76 100 95;
33, 30 64 100 95;
34, 36 67 100 95;
35, 42 71 100 95;
36, 0 72 100 95;
37, 36 71 100 95;
38, 42 72 100 95;
39, 0 62 100 95;
40, 24 72 100 95;
41, 42 71 100 95;
42, 45 69 100 95;
43, 0 67 100 95;
44, 36 64 100 95;
45, 42 67 100 95;
46, 0 71 100 95;
47, 0 72 100 95;
48, 36 71 100 95;
49, 42 72 100 95;
50, 0 62 100 95;
51, 24 72 100 95;
52, 42 74 100 95;
53, 0 71 100 95;
54, 36 66 100 95;
55, 0 68 100 95;
56, 0 69 100 95;
57, 3 71 100 95;
58, 6 72 100 95;
59, 12 71 100 95;
60, 18 67 100 95;
61, 24 69 100 95;
62, 0 72 100 95;
63, 3 74 100 95;
64, 6 76 100 95;
65, 12 74 100 95;
66, 18 71 100 95;
67, 24 72 100 95;
68, 36 72 100 95;
69, 42 74 100 95;
70, 0 76 100 95;
71, 12 77 100 95;
72, 18 76 100 95;
73, 24 74 100 95;
74, 36 67 100 95;
75, 0 74 100 95;
76, 12 76 100 95;
77, 18 74 100 95;
78, 24 72 100 95;
79, 36 64 100 95;
80, 0 69 100 95;
81, 24 74 100 95;
82, 36 79 100 95;
83, 0 76 100 95;
84, 12 74 100 95;
85, 18 72 100 95;
86, 24 71 100 95;
87, 0 77 100 95;
88, 12 75 100 95;
89, 18 73 100 95;
90, 24 72 100 95;
91, 0 70 100 95;
92, 3 72 100 95;
93, 6 73 100 95;
94, 12 72 100 95;
95, 18 68 100 95;
96, 24 70 100 95;
97, 0 73 100 95;
98, 3 75 100 95;
99, 6 77 100 95;
100, 12 75 100 95;
101, 18 72 100 95;
102, 24 73 100 95;
103, 36 73 100 95;
104, 42 75 100 95;
105, 0 77 100 95;
106, 12 78 100 95;
107, 18 77 100 95;
108, 24 75 100 95;
109, 36 68 100 95;
110, 0 75 100 95;
111, 12 77 100 95;
112, 18 75 100 95;
113, 24 73 100 95;
114, 36 65 100 95;
115, 0 70 100 95;
116, 24 75 100 95;
117, 30 70 100 95;
118, 42 75 100 95;
119, 0 77 100 95;
