0, 0 67 100 95;
1, 12 72 100 95;
2, 24 71 100 95;
3, 42 67 100 95;
4, 0 69 100 95;
5, 0 69 100 95;
6, 12 77 100 95;
7, 24 76 100 95;
8, 42 73 100 95;
9, 0 74 100 95;
10, 36 76 100 95;
11, 42 77 100 95;
12, 0 79 100 95;
13, 18 79 100 95;
14, 24 79 100 95;
15, 36 74 100 95;
16, 42 73 100 95;
17, 36 74 100 95;
18, 42 76 100 95;
19, 0 77 100 95;
20, 18 77 100 95;
21, 24 77 100 95;
22, 36 72 100 95;
23, 42 71 100 95;
24, 30 71 100 95;
25, 36 72 100 95;
26, 42 74 100 95;
27, 0 67 100 95;
28, 0 67 100 95;
29, 12 72 100 95;
30, 24 71 100 95;
31, 42 67 100 95;
32, 0 69 100 95;
33, 0 69 100 95;
34, 12 77 100 95;
35, 24 76 100 95;
36, 42 73 100 95;
37, 0 74 100 95;
38, 36 76 100 95;
39, 42 77 100 95;
40, 0 79 100 95;
41, 18 79 100 95;
42, 24 79 100 95;
43, 36 74 100 95;
44, 42 73 100 95;
45, 36 74 100 95;
46, 42 76 100 95;
47, 0 77 100 95;
48, 18 77 100 95;
49, 24 77 100 95;
50, 36 69 100 95;
51, 42 76 100 95;
52, 12 74 100 95;
53, 36 71 100 95;
54, 0 72 100 95;
55, 0 82 100 95;
56, 18 82 100 95;
57, 24 82 100 95;
58, 32 81 100 95;
59, 40 79 100 95;
60, 0 82 100 95;
61, 30 74 100 95;
62, 36 82 100 95;
63, 42 79 100 95;
64, 0 81 100 95;
65, 18 81 100 95;
66, 24 81 100 95;
67, 32 79 100 95;
68, 40 77 100 95;
69, 0 81 100 95;
70, 30 81 100 95;
71, 36 82 100 95;
72, 42 84 100 95;
73, 0 85 100 95;
74, 18 85 100 95;
75, 24 85 100 95;
76, 32 84 100 95;
77, 40 82 100 95;
78, 0 85 100 95;
79, 30 77 100 95;
80, 36 85 100 95;
81, 42 82 100 95;
82, 0 84 100 95;
83, 18 84 100 95;
84, 24 84 100 95;
85, 32 82 100 95;
86, 40 80 100 95;
87, 0 79 100 95;
