0, 30 65 100 95;
1, 36 67 100 95;
2, 42 74 100 95;
3, 0 72 100 95;
4, 30 65 100 95;
5, 36 66 100 95;
6, 42 74 100 95;
7, 0 72 100 95;
8, 30 74 100 95;
9, 36 70 100 95;
10, 45 67 100 95;
11, 0 70 100 95;
12, 30 74 100 95;
13, 36 70 100 95;
14, 45 67 100 95;
15, 0 70 100 95;
16, 30 65 100 95;
17, 36 67 100 95;
18, 42 74 100 95;
19, 0 72 100 95;
20, 30 65 100 95;
21, 36 66 100 95;
22, 42 74 100 95;
23, 0 72 100 95;
24, 30 74 100 95;
25, 36 77 100 95;
26, 45 74 100 95;
27, 0 70 100 95;
28, 30 74 100 95;
29, 36 77 100 95;
30, 45 74 100 95;
31, 0 70 100 95;
32, 30 70 100 95;
33, 36 75 100 95;
34, 42 79 100 95;
35, 0 77 100 95;
36, 30 70 100 95;
37, 36 75 100 95;
38, 42 79 100 95;
39, 0 77 100 95;
40, 30 81 100 95;
41, 36 77 100 95;
42, 42 74 100 95;
43, 0 72 100 95;
44, 6 74 100 95;
45, 12 74 100 95;
46, 18 70 100 95;
47, 24 72 100 95;
48, 0 72 100 95;
49, 6 74 100 95;
50, 12 74 100 95;
51, 18 70 100 95;
52, 24 72 100 95;
53, 36 70 100 95;
54, 42 66 100 95;
55, 0 65 100 95;
56, 12 74 100 95;
57, 30 70 100 95;
58, 36 75 100 95;
59, 42 79 100 95;
60, 0 77 100 95;
61, 30 70 100 95;
62, 36 75 100 95;
63, 42 79 100 95;
64, 0 77 100 95;
